Census year,Block ID,CLUE small area,Accommodation,Admin and Support Services,Agriculture and Mining,Arts and Recreation Services,Business Services,Construction,Education and Training,"Electricity, Gas, Water and Waste Services",Finance and Insurance,Food and Beverage Services,Health Care and Social Assistance,Information Media and Telecommunications,Manufacturing,Other Services,Public Administration and Safety,Real Estate Services,Rental and Hiring Services,Retail Trade,"Transport, Postal and Storage",Wholesale Trade,Total employment in block
2004,660,Melbourne (Remainder),0,0,0,24,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,91
2004,661,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,662,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,663,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
2004,710,Melbourne (Remainder),,,0,,14,0,,0,,75,,,0,15,,0,0,23,0,0,353
2004,720,Melbourne (Remainder),0,14,,,203,0,0,0,240,,120,,,10,0,,0,,,,904
2004,724,Melbourne (Remainder),0,18,0,,73,,,0,68,,33,,,,,0,0,,,0,711
2004,728,Southbank,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2004,729,Southbank,0,0,0,0,,0,,0,0,0,,0,0,,0,0,,,0,0,183
2004,730,Southbank,0,0,0,0,,,0,0,0,0,0,0,,0,0,0,,,0,0,66
2004,731,Southbank,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
2004,732,Southbank,0,7,0,0,,0,0,,,,,,,16,0,0,11,,0,7,74
2004,733,Southbank,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,17
2004,734,Southbank,0,0,0,0,94,0,0,,,0,0,,,,,0,,13,,0,296
2004,735,Southbank,0,,0,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,20
2004,736,Southbank,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,,115
2004,737,Southbank,0,0,0,0,154,0,0,,0,0,0,0,0,0,,0,0,0,0,0,180
2004,738,Southbank,0,0,0,,0,0,0,,0,0,0,,0,,,0,0,,0,0,909
2004,739,Southbank,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,
2004,740,Southbank,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,
2004,741,Southbank,0,0,0,146,46,0,,,0,30,,,0,,0,0,,,0,0,319
2004,742,Southbank,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,5
2004,743,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,745,Southbank,0,0,0,4,0,,0,0,0,0,0,0,0,,0,0,0,,,0,151
2004,746,Southbank,0,0,39,0,182,0,0,,0,0,0,,,,0,,0,,,0,1713
2004,747,Southbank,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,115
2004,748,Southbank,,0,,,348,0,0,,,21,0,574,0,,0,,,,,39,1651
2004,749,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
2004,750,Southbank,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2004,751,Southbank,0,0,0,17,0,0,,0,0,,8,0,0,32,,0,0,0,0,0,861
2004,752,Southbank,0,0,0,1069,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,1270
2004,753,Southbank,,309,,,286,0,0,82,,565,,1341,,36,,,0,108,,21,5318
2004,759,Melbourne (Remainder),0,,,0,430,,,0,,14,0,,0,,0,,0,0,0,,1028
2004,760,Melbourne (Remainder),0,95,,,691,39,,0,1181,70,199,72,218,98,,24,0,18,66,62,2995
2004,771,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,772,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,107
2004,773,Docklands,0,,0,,0,0,0,0,0,,0,0,0,0,0,,0,,13,0,52
2004,774,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,73
2004,775,Port Melbourne,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,276
2004,776,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,
2004,777,Port Melbourne,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,,57
2004,778,Port Melbourne,0,223,0,0,57,,0,0,0,0,0,0,148,0,0,0,,,,174,1022
2004,779,Port Melbourne,0,,0,0,0,0,0,,0,0,0,0,,0,,0,0,0,,0,380
2004,780,Port Melbourne,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,
2004,781,Port Melbourne,0,26,0,,337,19,0,0,,,0,,303,,0,,,22,,475,1302
2004,782,Port Melbourne,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,,0,,596
2004,783,Docklands,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,185,0,211
2004,784,Port Melbourne,0,0,,0,82,0,0,0,0,,0,17,218,,,0,0,,0,93,550
2004,849,South Yarra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,785,Port Melbourne,0,0,0,,,12,0,0,,,0,,40,0,0,0,0,,39,0,169
2004,786,Port Melbourne,0,0,0,1,65,0,0,0,,0,0,0,,0,,0,0,0,0,,3510
2004,787,Port Melbourne,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,
2004,788,Port Melbourne,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,
2004,789,Port Melbourne,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
2004,790,Port Melbourne,0,0,0,0,0,0,0,,0,0,0,0,472,0,0,0,0,,,,740
2004,791,Port Melbourne,0,,0,0,56,72,,0,0,0,0,,820,0,0,0,0,,,28,1267
2004,792,Port Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,793,Port Melbourne,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,
2004,794,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,795,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,0,494
2004,801,Southbank,,,,0,454,,0,0,109,28,,520,,7,,,0,,0,,2189
2004,802,Southbank,0,0,0,0,66,,0,0,,,0,0,0,0,0,0,0,98,0,,328
2004,803,Southbank,0,0,0,8510,0,0,0,0,0,900,0,,0,,0,0,0,263,0,0,9805
2004,804,Southbank,0,273,0,63,0,0,0,0,,,0,,0,22,0,,0,0,,0,727
2004,806,Southbank,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,,0,0,54
2004,807,Southbank,,,,,387,,,,,,,,,,,,,,,,452
2004,808,Southbank,0,64,0,,42,0,0,,0,,0,,0,0,0,,0,,114,,365
2004,809,Southbank,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,810,Southbank,20,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,0,447
2004,811,Southbank,0,,0,,0,0,,,,,0,0,,0,0,0,0,,0,,517
2004,812,Southbank,,36,,,203,,,0,,30,,168,0,41,0,,0,,0,,773
2004,813,Southbank,0,0,0,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,269
2004,814,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
2004,815,Southbank,0,0,0,0,,0,0,0,0,,0,0,0,,0,,0,27,0,,88
2004,850,Melbourne (Remainder),0,0,0,13,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,13
2004,851,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,852,Melbourne (Remainder),0,0,0,69,0,0,0,,0,,0,0,0,12,0,0,0,,0,0,132
2004,853,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,854,South Yarra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,855,South Yarra,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,
2004,856,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,857,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
2004,858,South Yarra,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,9
2004,859,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2004,860,South Yarra,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,861,South Yarra,14,0,0,0,,0,34,,0,77,,0,0,,0,0,0,37,0,0,177
2004,862,South Yarra,,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,50
2004,863,Melbourne (Remainder),0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,
2004,864,South Yarra,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,23
2004,865,South Yarra,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,866,South Yarra,0,0,0,,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,24
2004,867,South Yarra,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,54
2004,868,South Yarra,0,,,,,,41,,,,,,,,,,,,,,42
2004,869,South Yarra,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,870,Melbourne (Remainder),0,0,0,0,,0,0,0,0,,4926,0,0,,0,0,0,29,0,0,5273
2004,871,Melbourne (Remainder),0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,579
2004,901,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,902,Melbourne (Remainder),,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,23
2004,903,Melbourne (Remainder),0,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,46
2004,904,Melbourne (Remainder),,0,0,0,0,0,,0,0,0,0,,0,,,0,0,0,0,0,172
2004,905,Melbourne (Remainder),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,
2004,906,Melbourne (Remainder),,,,0,157,0,,,,,68,0,80,74,,0,0,0,0,,546
2004,907,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,908,Melbourne (Remainder),,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,29
2004,909,Melbourne (Remainder),0,0,0,,0,0,,0,0,0,0,0,0,,,0,0,0,0,0,25
2004,910,Melbourne (Remainder),,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2004,911,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,912,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,913,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,
2004,914,Melbourne (Remainder),,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,13
2004,915,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,0,0,26
2004,916,Melbourne (Remainder),0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,24
2004,917,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,918,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,919,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2004,920,Melbourne (Remainder),0,,0,0,,0,0,0,,,4861,0,0,0,0,0,0,,,0,5439
2004,921,Melbourne (Remainder),0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,273
2004,922,Melbourne (Remainder),,0,0,,0,0,0,,0,0,,0,0,18,0,0,0,0,0,0,22
2004,923,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2004,924,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,925,Melbourne (Remainder),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,926,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,927,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2004,928,Melbourne (Remainder),0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,120
2004,929,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,
2004,930,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,
2004,931,Melbourne (Remainder),0,0,0,291,,0,0,0,0,,0,0,0,,0,0,0,,,0,400
2004,932,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,,3647,0,0,,0,0,0,16,0,0,3764
2004,1001,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,656,,665
2004,1002,Melbourne (Remainder),0,,,,,,,,,,,,,,,,,,107,,107
2004,1004,Melbourne (Remainder),0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,587,0,592
2004,1005,Melbourne (Remainder),0,,0,,0,0,0,,0,,0,0,0,,0,0,0,,51,20,110
2004,1006,Melbourne (Remainder),0,,0,,,0,0,,,36,0,,0,,,0,36,0,202,2082,2415
2004,1007,Melbourne (Remainder),0,0,,0,0,0,0,,0,0,0,0,0,,0,0,,,498,,646
2004,1009,Melbourne (Remainder),0,0,0,,0,0,0,0,0,,0,0,,0,0,0,,0,402,0,420
2004,1012,Melbourne (Remainder),0,0,0,0,,,0,0,0,0,0,,93,30,0,0,0,,96,0,278
2004,1013,Melbourne (Remainder),0,,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,70
2004,1014,Melbourne (Remainder),0,0,0,0,,,0,0,0,0,0,0,89,0,0,0,0,0,,85,199
2004,1015,Melbourne (Remainder),0,0,0,,0,,0,0,0,0,0,0,37,,0,0,0,10,,15,91
2004,1016,Melbourne (Remainder),0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,
2004,1101,Melbourne (Remainder),,0,0,,0,0,0,,0,0,0,0,0,,0,0,0,0,19,0,91
2004,1102,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2004,1103,Melbourne (Remainder),0,,,688,,0,0,0,0,610,0,,,,,0,0,,0,0,1841
2004,1104,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,1105,Melbourne (Remainder),0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2004,1106,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,1107,Melbourne (Remainder),0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,27
2004,1108,Melbourne (Remainder),0,0,0,0,,,,,,56,15,,0,,0,0,0,14,,,1064
2004,1109,Melbourne (Remainder),,0,0,0,0,0,0,0,,225,,0,0,,0,,0,18,0,0,288
2004,1110,Melbourne (Remainder),0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,
2004,1111,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,1112,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2002,0,Melbourne (Remainder),7265,10667,4483,18913,48290,2572,15775,3022,44980,17145,27482,25083,14675,8967,30233,2328,1385,16992,12863,6609,319729
2002,1,Melbourne (Remainder),0,0,0,,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,6
2002,2,Melbourne (Remainder),0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,169
2002,4,Melbourne (Remainder),0,0,0,,0,0,,0,0,,0,0,0,18,0,0,0,27,1038,,1174
2002,5,Melbourne (Remainder),0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,7,0,0,12
2002,6,Melbourne (Remainder),0,0,0,,0,0,0,0,0,,0,0,0,,,,0,,,0,360
2002,11,Melbourne (Remainder),120,15,,0,326,,0,0,,14,,,19,28,0,0,0,14,81,0,733
2002,12,Melbourne (Remainder),80,,0,,277,0,,300,,111,,,0,21,,,0,10,56,,3113
2002,13,Melbourne (Remainder),0,122,41,,331,,51,,361,38,,,,23,74,12,,48,,6,1673
2002,14,Melbourne (Remainder),179,75,,,1077,0,245,0,379,221,10,16,,97,35,48,0,73,,0,2519
2002,15,Melbourne (Remainder),28,38,,24,85,0,578,0,648,415,103,38,86,191,,0,0,292,,8,2553
2002,16,Melbourne (Remainder),,122,0,134,240,,,0,,60,,12,,289,0,,0,58,0,14,1006
2002,17,Melbourne (Remainder),,20,,,273,,,0,11,213,0,,28,41,0,10,0,20,0,47,724
2002,18,Melbourne (Remainder),110,,,0,159,,,0,,70,0,362,,,0,0,0,24,0,16,1633
2002,21,Melbourne (Remainder),56,,0,0,81,0,0,0,,,0,,0,,2397,0,0,0,277,0,3050
2002,22,Melbourne (Remainder),,260,,,2998,28,0,,1268,154,0,1038,,154,,,,32,115,,6553
2002,23,Melbourne (Remainder),0,97,19,,713,,0,0,1815,53,,232,,103,0,27,,22,103,,3252
2002,24,Melbourne (Remainder),0,477,,,2261,0,,,1874,112,,1387,,41,,264,0,105,,25,6891
2002,25,Melbourne (Remainder),33,283,0,46,196,,117,,2008,123,82,,24,70,115,20,0,202,,79,3431
2002,26,Melbourne (Remainder),,12,,,1751,0,,,399,65,53,0,17,25,,,0,67,0,0,2777
2002,27,Melbourne (Remainder),,62,0,0,2857,56,0,60,1987,146,32,,,123,,115,0,111,0,,6269
2002,28,Melbourne (Remainder),,201,86,,347,,,,1284,94,146,2063,26,86,1216,,,83,,0,6334
2002,31,Melbourne (Remainder),0,,0,,222,0,0,0,1089,58,,149,32,88,832,0,0,,,,2993
2002,32,Melbourne (Remainder),0,307,19,,1161,,24,25,3419,103,108,651,10,85,416,15,,37,784,,7175
2002,33,Melbourne (Remainder),93,499,,,962,39,46,,894,191,13,39,,114,,81,,44,24,12,3076
2002,34,Melbourne (Remainder),0,550,0,0,324,,,38,4606,56,,243,16,16,,107,0,181,55,10,6281
2002,35,Melbourne (Remainder),206,188,0,,82,17,40,,70,351,123,300,219,128,,15,0,722,,86,2568
2002,36,Melbourne (Remainder),144,9,0,,211,0,,,,56,11,,0,56,,0,0,96,0,0,785
2002,37,Melbourne (Remainder),216,161,,0,1551,103,0,0,1983,55,94,,200,40,1082,11,,58,40,0,6038
2002,38,Melbourne (Remainder),0,53,0,0,461,37,77,0,859,205,405,45,45,114,,,0,51,40,,2452
2002,41,Melbourne (Remainder),,69,0,,373,0,0,0,194,69,0,,,18,,0,0,,,0,1780
2002,42,Melbourne (Remainder),0,530,,,1381,,,0,945,117,21,146,,12,1244,,0,34,27,,4593
2002,43,Melbourne (Remainder),0,340,89,0,2766,197,,,541,42,,379,,346,,,0,,65,30,5013
2002,44,Melbourne (Remainder),,236,,,964,,,,1448,70,38,43,22,243,,44,,243,14,49,3874
2002,45,Melbourne (Remainder),,8,0,0,,0,,0,36,338,0,11,32,86,0,0,0,976,0,0,1517
2002,46,Melbourne (Remainder),,41,0,8,28,0,462,,57,276,,50,0,35,672,,0,175,0,0,1816
2002,47,Melbourne (Remainder),,,0,0,46,0,,0,0,124,,0,0,176,0,0,0,100,0,0,484
2002,48,Melbourne (Remainder),,49,0,0,204,0,,,,205,20,,,123,,,0,118,,0,1186
2002,51,Melbourne (Remainder),,0,0,0,212,0,,,,65,0,,,,226,0,0,,,7,2522
2002,52,Melbourne (Remainder),0,146,,0,880,,0,0,717,50,0,,0,25,667,,0,9,,,3583
2002,53,Melbourne (Remainder),100,178,0,,682,,43,,2393,107,38,24,,200,488,20,0,23,0,,4360
2002,54,Melbourne (Remainder),0,66,0,,372,,,0,74,147,59,,134,59,,,0,297,59,0,1351
2002,55,Melbourne (Remainder),,83,0,0,,0,0,0,0,59,,0,0,,0,0,0,1323,0,0,1597
2002,56,Melbourne (Remainder),0,45,0,12,37,0,0,0,,406,,98,,43,0,,,1620,,0,2302
2002,57,Melbourne (Remainder),,54,0,36,96,0,38,0,26,503,12,120,,85,,,0,106,0,,1139
2002,58,Melbourne (Remainder),209,0,0,,98,0,0,0,,450,0,,14,20,,,0,47,,,1371
2002,61,Melbourne (Remainder),22,,0,,0,0,,,0,94,0,0,0,0,,0,0,0,0,,276
2002,62,Melbourne (Remainder),0,,0,0,1297,0,0,0,,76,,,0,,,0,0,0,,0,2313
2002,63,Melbourne (Remainder),0,61,0,0,64,0,0,0,,32,0,132,0,15,312,7,0,21,0,,655
2002,64,Melbourne (Remainder),0,49,0,,749,,225,,33,161,,,24,51,270,,0,324,0,,1958
2002,65,Melbourne (Remainder),,14,0,0,28,0,,0,,156,0,,,26,,,0,1754,,0,2039
2002,66,Melbourne (Remainder),,62,0,,19,0,,,36,343,8,,0,24,0,,0,137,0,,707
2002,67,Melbourne (Remainder),201,22,0,37,69,,,0,,193,77,17,0,25,,,,50,,,744
2002,68,Melbourne (Remainder),70,,0,,700,0,,0,859,90,,,0,,,0,0,14,0,0,2610
2002,71,Melbourne (Remainder),0,,0,0,43,0,0,0,0,,0,1331,0,,0,0,0,,,0,1449
2002,72,Melbourne (Remainder),0,110,0,,668,0,264,0,,102,0,,,35,260,0,0,,,,2206
2002,73,Melbourne (Remainder),0,,,,,,,,,,,,,,227,,,,,,429
2002,74,Melbourne (Remainder),4,175,0,,668,,64,0,81,109,86,37,0,58,,69,0,184,,0,1619
2002,76,Melbourne (Remainder),0,0,0,0,0,0,,0,0,,9,0,,,,0,0,0,0,0,25
2002,77,Melbourne (Remainder),,,0,0,837,0,135,0,0,25,27,197,,117,0,,0,8,,0,1605
2002,78,Melbourne (Remainder),,,0,0,208,0,0,0,875,82,,3462,,,1610,,0,9,0,0,6408
2002,81,Melbourne (Remainder),12,0,0,0,0,0,,0,0,44,0,0,,0,0,0,0,,0,,465
2002,82,Melbourne (Remainder),0,286,0,0,663,0,29,,1651,58,0,,0,,925,21,0,9,,,3761
2002,83,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,,0,0,,28,,0,0,0,0,0,360
2002,84,Melbourne (Remainder),2,0,0,0,248,,,,45,80,,,,81,0,,0,88,,,787
2002,85,Melbourne (Remainder),16,75,,0,1060,0,0,,,369,14,1526,,120,222,,0,845,50,,5314
2002,86,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,401
2002,225,Melbourne (Remainder),0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,24
2002,87,Melbourne (Remainder),0,,0,0,275,,,,,81,26,,,11,48,,0,,2209,,2889
2002,88,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,,0,0,134
2002,91,Melbourne (Remainder),0,,0,0,92,,0,,,,0,,,,0,0,,,0,16,270
2002,92,Melbourne (Remainder),0,,,3,,,,,,,,,,,,,,,,,3
2002,93,Melbourne (Remainder),0,0,0,,233,0,,0,0,,0,344,0,77,634,,0,0,0,,1350
2002,94,Melbourne (Remainder),0,,0,0,2011,,,0,0,28,0,,,10,726,,,47,,,3292
2002,95,Melbourne (Remainder),0,23,0,,59,0,232,0,,129,66,10,48,52,0,0,,50,0,,720
2002,96,Melbourne (Remainder),0,,0,,,0,1396,0,,19,0,0,0,,0,0,0,32,0,0,1703
2002,97,Melbourne (Remainder),,,0,0,143,,,0,22,,0,394,0,36,0,24,,,0,,726
2002,98,Melbourne (Remainder),0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2002,101,Melbourne (Remainder),0,,0,0,0,,,,,16,,,85,,0,0,0,0,0,,1158
2002,103,Melbourne (Remainder),,0,0,0,75,,,,0,16,0,,0,,0,0,0,43,0,0,469
2002,104,Melbourne (Remainder),59,,0,0,69,,,,0,37,,,,10,0,0,14,33,0,0,511
2002,105,Melbourne (Remainder),,,0,0,,0,276,0,0,18,,25,,96,0,0,,,,0,506
2002,107,Melbourne (Remainder),7,0,0,,0,0,0,0,0,0,0,0,0,23,0,0,0,,0,0,36
2002,111,Melbourne (Remainder),,9,0,0,,,0,0,,0,,0,41,8,,0,0,,,0,206
2002,113,Melbourne (Remainder),0,,0,0,0,,0,,0,120,0,0,13,14,,0,,1237,111,0,1526
2002,114,Melbourne (Remainder),,0,0,,4,,,0,,129,0,0,,,0,0,0,93,0,0,373
2002,115,Melbourne (Remainder),,,0,,,0,,0,0,38,0,,0,,0,,,31,603,0,1235
2002,116,Melbourne (Remainder),0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,59
2002,125,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,,0,0,164
2002,131,Melbourne (Remainder),,476,0,,26,23,,0,,,,,0,15,2980,0,0,,9,,3747
2002,201,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,202,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,203,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,0,0,37
2002,204,Melbourne (Remainder),0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,271
2002,205,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,,2149,0,0,0,0,0,0,,0,0,2166
2002,206,Melbourne (Remainder),,,0,,4,0,0,0,,189,72,,0,15,0,0,0,77,0,0,381
2002,207,Melbourne (Remainder),0,,0,0,0,0,0,,0,84,,0,0,,0,0,0,94,0,,203
2002,208,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
2002,209,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2002,210,Melbourne (Remainder),0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,211,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
2002,212,Melbourne (Remainder),0,0,0,0,,0,0,,0,,,0,0,0,0,,0,,0,0,35
2002,213,Melbourne (Remainder),0,0,0,,0,0,,,0,0,,0,0,,,0,0,0,0,0,67
2002,214,Melbourne (Remainder),,0,0,0,4,0,0,0,0,,,0,,,0,0,0,9,,,52
2002,215,Melbourne (Remainder),0,0,0,0,,0,0,0,0,26,,,0,,,,0,15,,0,97
2002,216,Melbourne (Remainder),0,,0,0,,0,0,0,,7,0,0,,19,,0,0,16,0,,155
2002,217,Melbourne (Remainder),0,12,0,,67,,0,0,0,93,22,,0,39,0,,,304,0,0,643
2002,218,Melbourne (Remainder),,,0,,80,,,0,72,101,457,0,15,41,0,,0,54,,,917
2002,219,Melbourne (Remainder),0,0,0,,,0,0,0,0,,,,,,0,0,0,0,0,0,94
2002,220,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,24
